         3132994 function calls (3026944 primitive calls) in 45.850 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.008    0.001 dispatcher.py:724(typeof_pyval)
       13    0.000    0.000    0.001    0.000 typeinfer.py:1372(get_return_type)
       17    0.000    0.000    0.001    0.000 builder.py:989(phi)
       34    0.000    0.000    0.000    0.000 instructions.py:562(add_incoming)
      105    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       51    0.000    0.000    0.000    0.000 _collections_abc.py:880(__iter__)
       13    0.000    0.000    0.000    0.000 typeinfer.py:1325(_unify_return_types)
        4    0.000    0.000    0.007    0.002 quicksort.py:27(make_quicksort_impl)
       26    0.000    0.000    0.000    0.000 base.py:1140(push_code_library)
       21    0.000    0.000    0.002    0.000 interpreter.py:1999(op_STORE_FAST)
       26    0.000    0.000    0.005    0.000 itanium_mangler.py:167(<listcomp>)
       18    0.000    0.000    0.004    0.000 transforms.py:93(populate)
       13    0.000    0.000    0.051    0.004 lowering.py:336(init)
       17    0.000    0.000    2.944    0.173 base.py:876(compile_internal)
       19    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.001    0.001 tupleobj.py:1(<module>)
       93    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       26    0.000    0.000    0.000    0.000 message.py:120(__init__)
       68    0.000    0.000    0.000    0.000 __init__.py:881(__bool__)
       74    0.000    0.000    0.000    0.000 typeinfer.py:1005(_mangle_arg_name)
      130    0.000    0.000    0.000    0.000 registry.py:10(__init__)
       32    0.000    0.000    0.000    0.000 listdecl.py:128(generic)
       10    0.000    0.000    0.000    0.000 templates.py:716(_get_jit_decorator)
        1    0.000    0.000    0.003    0.003 setdecl.py:1(<module>)
      104    0.000    0.000    0.000    0.000 untyped_passes.py:26(fallback_context)
        1    0.000    0.000    0.006    0.006 std.py:846(__init__)
       12    0.000    0.000    0.000    0.000 inspect.py:2780(args)
       44    0.000    0.000    0.000    0.000 typing.py:986(__setattr__)
       44    0.000    0.000    0.000    0.000 typeconv.py:66(get_pointer)
       59    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
       56    0.000    0.000    0.001    0.000 imputils.py:55(decorate)
       26    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
       61    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       13    0.000    0.000    0.000    0.000 typed_passes.py:345(run_pass)
      104    0.000    0.000    0.000    0.000 typed_passes.py:35(fallback_context)
       18    0.000    0.000    0.000    0.000 builder.py:190(__init__)
        1    0.000    0.000    0.162    0.162 api.py:41(__init__)
        5    0.000    0.000    0.002    0.000 typeof.py:241(_typeof_ndarray)
        8    0.000    0.000    0.002    0.000 models.py:467(from_argument)
       14    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       13    0.000    0.000    0.000    0.000 codegen.py:529(__init__)
      111    0.000    0.000    0.000    0.000 interpreter.py:1622(code_locals)
       48    0.000    0.000    0.000    0.000 functions.py:515(__hash__)
       13    0.000    0.000    1.223    0.094 executionengine.py:87(finalize_object)
       32    0.000    0.000    0.000    0.000 inline_closurecall.py:254(_inline_closure)
       44    0.000    0.000    0.000    0.000 enumdecl.py:48(generic)
       22    0.000    0.000    0.014    0.001 cgutils.py:124(_make_refs)
       22    0.000    0.000    0.000    0.000 cgutils.py:228(_get_be_type)
       23    0.000    0.000    0.000    0.000 module.py:159(<listcomp>)
      104    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.509    0.255 cpu.py:175(create_cpython_wrapper)
       36    0.000    0.000    0.000    0.000 ir.py:806(__str__)
       20    0.000    0.000    0.008    0.000 lowering.py:813(<listcomp>)
       13    0.000    0.000    0.000    0.000 parfor.py:697(__init__)
       80    0.000    0.000    0.000    0.000 ir.py:1268(is_terminated)
        6    0.000    0.000    0.001    0.000 pythonapi.py:277(err_occurred)
       17    0.000    0.000    0.001    0.000 cgutils.py:472(increment_index)
      100    0.000    0.000    0.000    0.000 function_base.py:4841(_meshgrid_dispatcher)
       26    0.000    0.000    0.000    0.000 message.py:303(set_payload)
       13    0.000    0.000    0.000    0.000 cpu.py:164(post_lowering)
        6    0.000    0.000    0.002    0.000 pythonapi.py:630(float_as_double)
        1    0.000    0.000    0.000    0.000 setobj.py:364(SetInstance)
       68    0.000    0.000    0.000    0.000 base.py:1209(__init__)
       34    0.000    0.000    0.000    0.000 typeof.py:131(_typeof_int)
      100    0.000    0.000    0.000    0.000 stride_tricks.py:476(_broadcast_arrays_dispatcher)
       90    0.000    0.000    0.000    0.000 byteflow.py:1402(get_varname)
       73    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       51    0.000    0.000    0.000    0.000 callconv.py:550(get_arguments)
       82    0.000    0.000    0.000    0.000 npyimpl.py:450(_KernelImpl)
       13    0.000    0.000    0.002    0.000 lowering.py:156(emit_environment_object)
       26    0.000    0.000    0.013    0.000 _adapters.py:35(__init__)
       26    0.000    0.000    0.002    0.000 inspect.py:3174(bind)
        3    0.000    0.000    0.000    0.000 functions.py:353(__init__)
       13    0.000    0.000    0.001    0.000 values.py:484(literal_struct)
       21    0.000    0.000    1.223    0.058 codegen.py:1058(wrapper)
       16    0.000    0.000    0.004    0.000 context.py:342(resolve_module_constants)
      116    0.000    0.000    0.000    0.000 controlflow.py:474(<genexpr>)
       47    0.000    0.000    0.000    0.000 registry.py:49(typing_context)
       17    0.000    0.000    0.001    0.000 instructions.py:546(__init__)
       45    0.000    0.000    0.000    0.000 byteflow.py:1455(get_outgoing_edgepushed)
       26    0.000    0.000    0.005    0.000 itanium_mangler.py:163(mangle_args)
       38    0.000    0.000    0.000    0.000 callconv.py:511(<listcomp>)
       17    0.000    0.000    0.008    0.000 sre_compile.py:622(_code)
       30    0.000    0.000    0.001    0.000 {method 'index' of 'list' objects}
       78    0.000    0.000    0.000    0.000 byteflow.py:60(__init__)
       13    0.000    0.000    0.003    0.000 bytecode.py:253(dump)
       44    0.000    0.000    0.002    0.000 callconv.py:414(_get_try_state)
       11    0.000    0.000    0.001    0.000 interpreter.py:2054(op_LOAD_GLOBAL)
       76    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       13    0.000    0.000    0.002    0.000 controlflow.py:303(topo_sort)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        7    0.000    0.000    0.005    0.001 npyimpl.py:153(store_data)
       13    0.000    0.000    0.000    0.000 controlflow.py:408(_find_exit_points)
       83    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
       18    0.000    0.000    0.002    0.000 contextlib.py:482(enter_context)
       22    0.000    0.000    0.000    0.000 values.py:685(_get_reference)
        8    0.000    0.000    0.013    0.002 functools.py:774(_find_impl)
        3    0.000    0.000    0.000    0.000 templates.py:1131(MethodTemplate)
       13    0.000    0.000    0.000    0.000 codegen.py:1040(resolve)
       32    0.000    0.000    0.000    0.000 types.py:529(_wrap_packed)
       13    0.000    0.000    0.002    0.000 controlflow.py:632(_find_topo_order)
       53    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       13    0.000    0.000    0.016    0.001 removerefctpass.py:99(remove_unnecessary_nrt_usage)
       44    0.000    0.000    0.000    0.000 typing.py:935(_is_dunder)
       13    0.000    0.000    0.000    0.000 inspect.py:290(_has_code_flag)
       28    0.000    0.000    0.000    0.000 cpu.py:99(target_data)
       36    0.000    0.000    0.000    0.000 array_exprs.py:81(<genexpr>)
       81    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    2.686    0.895 cpu.py:216(get_executable)
       15    0.000    0.000    0.000    0.000 array_exprs.py:118(_get_operands)
       13    0.000    0.000    0.000    0.000 passmanagers.py:26(__sub__)
      108    0.000    0.000    0.000    0.000 module.py:229(__iter__)
        9    0.000    0.000    0.006    0.001 npyimpl.py:148(load_data)
        1    0.000    0.000    0.001    0.001 enumimpl.py:1(<module>)
       13    0.000    0.000    0.005    0.000 packer.py:104(from_arguments)
        3    0.000    0.000    0.003    0.001 npyimpl.py:462(generate)
       13    0.000    0.000    0.003    0.000 targetconfig.py:242(summary)
       26    0.000    0.000    0.000    0.000 utils.py:249(enter)
       48    0.000    0.000    0.000    0.000 functions.py:496(_store_object)
       83    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       48    0.000    0.000    0.000    0.000 imputils.py:103(decorate)
       29    0.000    0.000    0.000    0.000 mathimpl.py:123(unary_math_int_impl)
       37    0.000    0.000    0.001    0.000 typeinfer.py:1025(seed_type)
       13    0.000    0.000    0.000    0.000 errors.py:488(flush)
       23    0.000    0.000    0.000    0.000 models.py:229(__init__)
        1    0.000    0.000    0.006    0.006 npyimpl.py:1(<module>)
       30    0.000    0.000    0.000    0.000 ir.py:975(__init__)
       72    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       52    0.000    0.000    0.000    0.000 controlflow.py:79(<listcomp>)
       42    0.000    0.000    0.000    0.000 models.py:45(get_data_type)
       26    0.000    0.000    0.021    0.001 base.py:287(mangler)
       26    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
       37    0.000    0.000    0.007    0.000 removerefctpass.py:51(valid_input)
       77    0.000    0.000    0.000    0.000 ssa.py:112(<listcomp>)
        1    0.000    0.000    0.003    0.003 c_ast.py:1(<module>)
       34    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
       14    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.074    0.074 c_parser.py:1(<module>)
       21    0.000    0.000    0.001    0.000 instructions.py:395(__init__)
       90    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       52    0.000    0.000    0.000    0.000 overload_glue.py:70(wrap_typing)
       13    0.000    0.000    0.000    0.000 funcdesc.py:137(_get_function_info)
       76    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
       16    0.000    0.000    0.003    0.000 cgutils.py:145(_get_ptr_by_name)
       38    0.000    0.000    0.000    0.000 sigutils.py:4(is_signature)
       56    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
        5    0.000    0.000    0.001    0.000 typed_passes.py:582(_get_attr_info)
       50    0.000    0.000    0.000    0.000 funcdesc.py:62(<genexpr>)
       59    0.000    0.000    0.000    0.000 module.py:209(<listcomp>)
       88    0.000    0.000    0.000    0.000 __init__.py:640(update)
        4    0.000    0.000    0.004    0.001 models.py:474(as_data)
       44    0.000    0.000    0.000    0.000 dispatcher.py:295(_make_finalizer)
       16    0.000    0.000    0.000    0.000 __init__.py:274(__getattr__)
       30    0.000    0.000    0.002    0.000 npydecl.py:162(<listcomp>)
       13    0.000    0.000    0.001    0.000 serialize.py:182(reducer_override)
        8    0.000    0.000    0.000    0.000 scalars.py:46(cast_python_value)
        4    0.000    0.000    0.000    0.000 parse.py:437(urlsplit)
       20    0.000    0.000    0.000    0.000 abstract.py:429(_literal_init)
        2    0.000    0.000    0.005    0.003 pythonapi.py:130(read_const)
       64    0.000    0.000    0.000    0.000 byteflow.py:1407(terminate)
        2    0.000    0.000    0.331    0.166 functions.py:389(get_call_type)
       71    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.030    0.015 boxing.py:423(box_array)
       13    0.000    0.000    0.008    0.001 codegen.py:569(create_ir_module)
       12    0.000    0.000    0.000    0.000 event.py:182(register)
        9    0.000    0.000    0.000    0.000 sigutils.py:22(normalize_signature)
       26    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        3    0.000    0.000    0.001    0.000 rangeobj.py:25(make_range_impl)
       13    0.000    0.000    0.010    0.001 callconv.py:146(decode_arguments)
       17    0.000    0.000    0.000    0.000 scalars.py:32(__init__)
        9    0.000    0.000    0.004    0.000 pythonapi.py:233(decref)
       18    0.000    0.000    0.000    0.000 contextlib.py:509(_push_cm_exit)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
       17    0.000    0.000    0.000    0.000 imputils.py:317(iternext_impl)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        5    0.000    0.000    0.002    0.000 pythonapi.py:282(err_clear)
       13    0.000    0.000    0.000    0.000 inspect.py:850(getmodule)
       13    0.000    0.000    0.001    0.000 cloudpickle.py:175(_is_importable)
       20    0.000    0.000    0.000    0.000 controlflow.py:373(_remove_node_edges)
        4    0.000    0.000    0.000    0.000 misc.py:161(__init__)
        1    0.000    0.000    0.001    0.001 yacc.py:1(<module>)
        5    0.000    0.000    0.003    0.001 pythonapi.py:323(err_set_none)
        1    0.000    0.000    0.004    0.004 listdecl.py:1(<module>)
       26    0.000    0.000    0.004    0.000 controlflow.py:261(backbone)
       13    0.000    0.000    0.005    0.000 packer.py:109(<listcomp>)
       17    0.000    0.000    0.007    0.000 base.py:661(get_return_value)
        1    0.000    0.000    0.162    0.162 cffi_utils.py:1(<module>)
        5    0.000    0.000    0.109    0.022 ir.py:597(infer_constant)
        5    0.000    0.000    0.001    0.000 typing.py:1016(__init__)
       14    0.000    0.000    0.005    0.000 ir.py:97(_get_path)
       17    0.000    0.000    0.001    0.000 cgutils.py:440(terminate)
       13    0.000    0.000    0.000    0.000 pickle.py:322(_getattribute)
        2    0.000    0.000    0.002    0.001 mathimpl.py:149(float_impl)
        1    0.000    0.000    0.026    0.026 typeddict.py:1(<module>)
        2    0.000    0.000    0.000    0.000 inspect.py:3199(__str__)
       13    0.000    0.000    0.000    0.000 context.py:94(match)
       10    0.000    0.000    0.001    0.000 ir_utils.py:2150(resolve_func_from_module)
       77    0.000    0.000    0.000    0.000 typeinfer.py:694(get_call_signature)
        1    0.000    0.000    0.002    0.002 function_type.py:1(<module>)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.001    0.001 templates.py:517(_validate_sigs)
        9    0.000    0.000    0.002    0.000 transforms.py:10(visit_Function)
       10    0.000    0.000    0.060    0.006 npyimpl.py:348(<listcomp>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       35    0.000    0.000    0.000    0.000 typed_passes.py:183(get_analysis_usage)
       17    0.000    0.000    0.000    0.000 imputils.py:329(<listcomp>)
       13    0.000    0.000    0.002    0.000 controlflow.py:209(_topo_order)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
       17    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
        1    0.000    0.000    0.003    0.003 cmathimpl.py:1(<module>)
       68    0.000    0.000    0.000    0.000 targetconfig.py:34(type)
       78    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 base.py:1(<module>)
       24    0.000    0.000    0.001    0.000 event.py:312(install_listener)
       13    0.000    0.000    0.000    0.000 dispatcher.py:1062(_get_dispatcher_for_current_target)
        3    0.000    0.000    0.002    0.001 tokenize.py:390(open)
       19    0.000    0.000    0.000    0.000 context.py:48(__init__)
       26    0.000    0.000    0.021    0.001 funcdesc.py:12(default_mangler)
       10    0.000    0.000    3.614    0.361 compiler.py:783(compile_internal)
        1    0.000    0.000    0.032    0.032 std.py:560(__new__)
       13    0.000    0.000    0.015    0.001 codegen.py:1150(create_library)
       32    0.000    0.000    0.000    0.000 types.py:461(gep)
       18    0.000    0.000    0.003    0.000 passmanagers.py:91(create_function_pass_manager)
       17    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
        4    0.000    0.000    0.323    0.081 dispatcher.py:348(get_call_template)
       90    0.000    0.000    0.000    0.000 byteflow.py:1255(outgoing_edges)
       31    0.000    0.000    0.000    0.000 sigutils.py:43(check_type)
       44    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.get_pointer}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:294(_module_repr)
        7    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
       13    0.000    0.000    0.000    0.000 compiler_lock.py:25(is_locked)
       36    0.000    0.000    0.006    0.000 quicksort.py:257(<lambda>)
       39    0.000    0.000    0.000    0.000 _collections_abc.py:857(__init__)
       13    0.000    0.000    0.000    0.000 ir.py:55(from_function_id)
       13    0.000    0.000    0.010    0.001 lowering.py:208(extract_function_arguments)
        7    0.000    0.000    0.001    0.000 enum.py:165(__prepare__)
       13    0.000    0.000    0.000    0.000 typed_passes.py:120(legalize_return_type)
       81    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
       43    0.000    0.000    0.000    0.000 typeinfer.py:191(__init__)
       37    0.000    0.000    0.000    0.000 models.py:53(get_return_type)
        2    0.000    0.000    0.000    0.000 {built-in method _pickle.loads}
       64    0.000    0.000    0.000    0.000 misc.py:127(key)
        2    0.000    0.000    0.006    0.003 models.py:617(as_return)
       14    0.000    0.000    0.000    0.000 ir.py:143(count_spaces)
       13    0.000    0.000    0.000    0.000 ir.py:1419(_reset_analysis_variables)
        6    0.000    0.000    0.002    0.000 pythonapi.py:1387(c_api_error)
        2    0.000    0.000    0.001    0.000 __init__.py:816(__init__)
       21    0.000    0.000    0.000    0.000 byteflow.py:370(op_STORE_FAST)
       45    0.000    0.000    0.000    0.000 byteflow.py:1464(<dictcomp>)
       39    0.000    0.000    0.000    0.000 types.py:489(packed)
        4    0.000    0.000    0.001    0.000 pythonapi.py:1264(nrt_adapt_ndarray_from_python)
       21    0.000    0.000    0.003    0.000 npyimpl.py:251(<genexpr>)
        1    0.000    0.000    0.012    0.012 synchronize.py:1(<module>)
       13    0.000    0.000    0.000    0.000 bytecode.py:174(__init__)
        3    0.000    0.000    0.105    0.035 linecache.py:80(updatecache)
        3    0.000    0.000    0.000    0.000 array_exprs.py:96(_has_explicit_output)
       13    0.000    0.000    0.002    0.000 postproc.py:234(remove_dels)
       15    0.000    0.000    0.000    0.000 values.py:601(_get_reference)
       68    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
        1    0.000    0.000    0.004    0.004 npyfuncs.py:1(<module>)
       24    0.000    0.000    0.000    0.000 cgutils.py:876(is_pointer)
        2    0.000    0.000    0.000    0.000 templates.py:535(get_args_kwargs)
        6    0.000    0.000    0.001    0.000 numbers.py:359(int_ne_impl)
       86    0.000    0.000    0.000    0.000 ssa.py:284(on_other)
       26    0.000    0.000    0.001    0.000 controlflow.py:71(__ne__)
       65    0.000    0.000    0.000    0.000 cpu.py:108(codegen)
       45    0.000    0.000    0.000    0.000 byteflow.py:148(<lambda>)
       14    0.000    0.000    0.000    0.000 models.py:335(__init__)
        5    0.000    0.000    0.003    0.001 consts.py:73(_infer_expr)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:1(<module>)
       16    0.000    0.000    0.000    0.000 callconv.py:646(create_error_model)
       12    0.000    0.000    0.000    0.000 event.py:195(unregister)
       19    0.000    0.000    0.000    0.000 ir.py:800(__init__)
       38    0.000    0.000    0.001    0.000 ir_utils.py:2201(<listcomp>)
       10    0.000    0.000    0.012    0.001 npyimpl.py:381(<listcomp>)
       45    0.000    0.000    0.000    0.000 byteflow.py:1290(find_initial_try_block)
       14    0.000    0.000    0.000    0.000 consts.py:18(__init__)
        4    0.000    0.000    0.000    0.000 templates.py:170(make_callable_template)
       48    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       15    0.000    0.000    0.000    0.000 _collections_abc.py:1034(__iter__)
       22    0.000    0.000    0.000    0.000 functions.py:375(key)
        1    0.000    0.000    0.000    0.000 ctypes_utils.py:1(<module>)
        2    0.000    0.000    0.018    0.009 pythonapi.py:203(emit_environment_sentry)
        3    0.000    0.000    0.002    0.001 typeinfer.py:776(__call__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:581(_module_repr_from_spec)
       30    0.000    0.000    0.000    0.000 bytecode.py:209(<genexpr>)
        7    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       19    0.000    0.000    0.000    0.000 ir.py:835(__init__)
       14    0.000    0.000    0.000    0.000 cgutils.py:308(__setattr__)
        1    0.000    0.000    0.002    0.002 rangeobj.py:1(<module>)
       20    0.000    0.000    0.000    0.000 targetconfig.py:237(copy)
       15    0.000    0.000    0.000    0.000 array_exprs.py:108(_get_array_operator)
       18    0.000    0.000    0.002    0.000 transforms.py:6(create_pass_manager_builder)
       71    0.000    0.000    0.000    0.000 common.py:76(as_array)
       25    0.000    0.000    0.000    0.000 ir.py:953(__init__)
       76    0.000    0.000    0.000    0.000 controlflow.py:546(<listcomp>)
       44    0.000    0.000    0.000    0.000 codegen.py:560(_raise_if_finalized)
       10    0.000    0.000    0.000    0.000 abstract.py:470(__init__)
       49    0.000    0.000    0.000    0.000 cgutils.py:234(_cast_member_from_value)
       13    0.000    0.000    0.000    0.000 targetconfig.py:248(<listcomp>)
       13    0.000    0.000    0.000    0.000 lowering.py:91(_compute_def_location)
       13    0.000    0.000    0.000    0.000 untyped_passes.py:98(run_pass)
       26    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
    21/13    0.000    0.000    0.000    0.000 model.py:81(__hash__)
       37    0.000    0.000    0.000    0.000 typeinfer.py:212(__init__)
       26    0.000    0.000    0.001    0.000 message.py:382(__getitem__)
        4    0.000    0.000    0.035    0.009 models.py:624(from_return)
       13    0.000    0.000    0.000    0.000 ssa.py:107(<dictcomp>)
       13    0.000    0.000    0.000    0.000 {method 'compress' of 'zlib.Compress' objects}
       68    0.000    0.000    0.000    0.000 templates.py:58(pysig)
        3    0.000    0.000    0.077    0.026 __init__.py:1(<module>)
       60    0.000    0.000    0.000    0.000 instructions.py:298(cond)
       26    0.000    0.000    0.000    0.000 inline_closurecall.py:321(<listcomp>)
        2    0.000    0.000    0.003    0.002 templates.py:962(generic)
       58    0.000    0.000    0.000    0.000 controlflow.py:699(<genexpr>)
        2    0.000    0.000    0.020    0.010 callwrapper.py:197(get_env)
        3    0.000    0.000    0.000    0.000 dispatcher.py:339(add_overload)
       14    0.000    0.000    0.111    0.008 errors.py:670(__init__)
       18    0.000    0.000    0.000    0.000 weakref.py:134(__getitem__)
        3    0.000    0.000    0.001    0.000 templates.py:1122(_resolve)
       19    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
       13    0.000    0.000    0.017    0.001 config.py:523(reload_config)
       18    0.000    0.000    0.000    0.000 manager.py:16(register)
       21    0.000    0.000    0.000    0.000 types.py:251(intrinsic_name)
       34    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
        1    0.000    0.000    0.001    0.001 collections.py:1(<module>)
       14    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
       14    0.000    0.000    0.000    0.000 posixpath.py:488(<listcomp>)
       56    0.000    0.000    0.000    0.000 imputils.py:47(lower_getattr)
       59    0.000    0.000    0.000    0.000 context.py:21(_dispose)
       13    0.000    0.000    0.000    0.000 inline_closurecall.py:75(__init__)
        1    0.000    0.000    0.031    0.031 std.py:657(get_lock)
       26    0.000    0.000    0.000    0.000 parser.py:17(__init__)
       13    0.000    0.000    0.001    0.000 cloudpickle_fast.py:390(_class_reduce)
       24    0.000    0.000    0.000    0.000 npydecl.py:244(generic)
        5    0.000    0.000    0.000    0.000 model.py:589(global_cache)
        4    0.000    0.000    0.005    0.001 templates.py:1056(_init_once)
       42    0.000    0.000    0.000    0.000 bytecode.py:75(is_jump)
       19    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
       71    0.000    0.000    0.000    0.000 byteflow.py:1540(blocks)
       12    0.000    0.000    0.000    0.000 ssa.py:140(_get_scope)
        6    0.000    0.000    0.000    0.000 models.py:356(__init__)
        7    0.000    0.000    0.105    0.015 linecache.py:36(getlines)
        1    0.000    0.000    0.001    0.001 setdecl.py:34(SetAttribute)
        2    0.000    0.000    0.002    0.001 models.py:872(__init__)
        8    0.000    0.000    0.107    0.013 ir.py:90(get_lines)
        4    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
       16    0.000    0.000    0.003    0.000 itanium_mangler.py:154(mangle_templated_ident)
       13    0.000    0.000    0.000    0.000 context.py:76(finditer)
        4    0.000    0.000    0.324    0.081 functions.py:534(get_call_type)
       26    0.000    0.000    0.000    0.000 untyped_passes.py:1609(get_analysis_usage)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
       13    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
       40    0.000    0.000    0.000    0.000 templates.py:1186(bound_function)
        3    0.000    0.000    0.016    0.005 base.py:737(is_true)
       13    0.000    0.000    0.000    0.000 errors.py:462(__init__)
       69    0.000    0.000    0.000    0.000 models.py:248(from_argument)
       44    0.000    0.000    0.000    0.000 dispatcher.py:220(__init__)
       17    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
       48    0.000    0.000    0.000    0.000 imputils.py:95(lower_cast)
       15    0.000    0.000    0.000    0.000 array_exprs.py:181(_get_final_replacement)
       44    0.000    0.000    0.000    0.000 values.py:526(_get_reference)
       26    0.000    0.000    0.000    0.000 ir.py:256(__init__)
       28    0.000    0.000    0.000    0.000 typeinfer.py:1500(sentry_modified_builtin)
       11    0.000    0.000    0.001    0.000 ir.py:1281(insert_after)
        7    0.000    0.000    0.000    0.000 array_exprs.py:347(<listcomp>)
       81    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       60    0.000    0.000    0.000    0.000 instructions.py:306(rhs)
       21    0.000    0.000    0.001    0.000 npyimpl.py:284(<genexpr>)
       45    0.000    0.000    0.000    0.000 dispatcher.py:263(<genexpr>)
       52    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
       45    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       10    0.000    0.000    0.001    0.000 typeinfer.py:1030(seed_return)
       26    0.000    0.000    0.000    0.000 templates.py:249(<genexpr>)
       34    0.000    0.000    0.000    0.000 __init__.py:781(__init__)
        4    0.000    0.000    0.001    0.000 builder.py:320(if_else)
       13    0.000    0.000    0.022    0.002 funcdesc.py:187(from_specialized_function)
       29    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
       18    0.000    0.000    0.000    0.000 base.py:293(get_env_name)
       10    0.000    0.000    0.000    0.000 ir.py:533(phi)
       60    0.000    0.000    0.000    0.000 instructions.py:302(lhs)
        5    0.000    0.000    0.000    0.000 typing.py:146(_type_check)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        3    0.000    0.000    0.001    0.000 npyimpl.py:451(__init__)
        6    0.000    0.000    0.009    0.002 ssa.py:130(_fresh_vars)
        5    0.000    0.000    0.001    0.000 interpreter.py:2026(op_LOAD_ATTR)
       13    0.000    0.000    0.000    0.000 context.py:639(unify_types)
        9    0.000    0.000    0.001    0.000 funcdesc.py:87(lookup_module)
       13    0.000    0.000    0.000    0.000 dispatcher.py:46(__init__)
        9    0.000    0.000    0.000    0.000 module.py:122(<listcomp>)
        8    0.000    0.000    0.000    0.000 inspect.py:2803(kwargs)
        1    0.000    0.000    0.002    0.002 generator_core.py:1(<module>)
       13    0.000    0.000    0.003    0.000 controlflow.py:177(dominance_frontier)
       15    0.000    0.000    0.001    0.000 interpreter.py:2593(op_COMPARE_OP)
        2    0.000    0.000    0.001    0.001 callwrapper.py:129(<listcomp>)
        2    0.000    0.000    0.003    0.001 lowering.py:762(lower_getitem)
       18    0.000    0.000    0.002    0.000 ir_utils.py:372(replace_vars_inner)
        3    0.000    0.000    0.000    0.000 numbers.py:35(int_add_impl)
       13    0.000    0.000    0.000    0.000 _collections_abc.py:831(keys)
        9    0.000    0.000    0.001    0.000 npyimpl.py:117(<listcomp>)
